Name,Price,Picture link
Fleece Graphic Hoodie,"€ 229,00",https://www.ralphlauren.eu/pt/en/fleece-graphic-hoodie-492713.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar492713_colorname=Dark%20Vintage%20Heather
Double-Knit Logo Hoodie,"€ 149,00",https://www.ralphlauren.eu/pt/en/double-knit-logo-hoodie-515176.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar515176_colorname=RL%202000%20Red
Patchwork Fleece Cardigan,"€ 269,00",https://www.ralphlauren.eu/pt/en/patchwork-fleece-cardigan-490858.html?cgid=men-clothing-hoodies-sweatshirts&dwvar490858_colorname=Std%20Pepper%20Htr%2FGordon%20Tar&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Double-Knit Full-Zip Hoodie,"€ 139,00",https://www.ralphlauren.eu/pt/en/double-knit-full-zip-hoodie-470974.html?cgid=men-clothing-hoodies-sweatshirts&dwvar470974_colorname=RL%202000%20Red&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Flag Fleece Sweatshirt,"€ 179,00",https://www.ralphlauren.eu/pt/en/flag-fleece-sweatshirt-509349.html?cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts&dwvar509349_colorname=Cruise%20Navy%20Multi
Polo Shield Fleece Sweatshirt,"€ 229,00",https://www.ralphlauren.eu/pt/en/polo-shield-fleece-sweatshirt-506817.html?cgid=men-clothing-hoodies-sweatshirts&dwvar506817_colorname=Polo%20Sport%20Red%20Multi&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Lunar New Year Mesh Polo Shirts,"€ 149,00",https://www.ralphlauren.eu/pt/en/lunar-new-year-mesh-polo-shirts-509317.html?cgid=men-clothing-hoodies-sweatshirts&dwvar509317_colorname=Ralph%20Red&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Ski Bear Fleece Sweatshirt,"€ 199,00",https://www.ralphlauren.eu/pt/en/ski-bear-fleece-sweatshirt-521095.html?cgid=men-clothing-hoodies-sweatshirts&dwvar521095_colorname=Black%20Marl%20Heather&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Double-Knit Hoodie,"€ 139,00",https://www.ralphlauren.eu/pt/en/double-knit-hoodie-521046.html?cgid=men-clothing-hoodies-sweatshirts&dwvar521046_colorname=Aviator%20Navy&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
Patchwork Fleece Hoodie,"€ 199,00",https://www.ralphlauren.eu/pt/en/patchwork-fleece-hoodie-480615.html?dwvar480615_colorname=Patchwork%20Camo&cgid=men-clothing-hoodies-sweatshirts&webcat=MEN%2FClothing%2FHoodies%20%20%20Sweatshirts
